"uri","label"
"http://publications.europa.eu/resource/authority/subject-matter/FDES","Dry fodder"
"http://publications.europa.eu/resource/authority/subject-matter/FEAGA","European Agricultural Guarantee Fund"
"http://publications.europa.eu/resource/authority/subject-matter/FINC","Financial provisions ECSC"
"http://publications.europa.eu/resource/authority/subject-matter/HARE","Harmonisation of customs law: warehouses, free zones"
"http://publications.europa.eu/resource/authority/subject-matter/L-CH","Flax and hemp"
"http://publications.europa.eu/resource/authority/subject-matter/MEXT","Products from third countries"
"http://publications.europa.eu/resource/authority/subject-matter/PDET","Potatoes"
"http://publications.europa.eu/resource/authority/subject-matter/PIND","Industrial policy"
"http://publications.europa.eu/resource/authority/subject-matter/PRET","Loans and subsidies"
"http://publications.europa.eu/resource/authority/subject-matter/PRIV","Privileges and immunities"
"http://publications.europa.eu/resource/authority/subject-matter/RDOU","Customs procedures"
"http://publications.europa.eu/resource/authority/subject-matter/RQME","Quantitative restrictions and measures of equivalent effect"
"http://publications.europa.eu/resource/authority/subject-matter/SECR","Security system"
"http://publications.europa.eu/resource/authority/subject-matter/SERV","Freedom to provide services"
"http://publications.europa.eu/resource/authority/subject-matter/TECN","Technology"
"http://publications.europa.eu/resource/authority/subject-matter/TXTL","Textiles"
"http://publications.europa.eu/resource/authority/subject-matter/ALIM","Food aid"
"http://publications.europa.eu/resource/authority/subject-matter/BUDG","Budget"
"http://publications.europa.eu/resource/authority/subject-matter/COKE","Coke"
"http://publications.europa.eu/resource/authority/subject-matter/CORE","Closer cooperation"
"http://publications.europa.eu/resource/authority/subject-matter/CRBM","Conservation of marine biological resources"
"http://publications.europa.eu/resource/authority/subject-matter/DFON","Fundamental rights"
"http://publications.europa.eu/resource/authority/subject-matter/EAMA","Associated African States and Madagascar"
"http://publications.europa.eu/resource/authority/subject-matter/ECU","Conversion rates for the ECU"
"http://publications.europa.eu/resource/authority/subject-matter/EURO","Euro"
"http://publications.europa.eu/resource/authority/subject-matter/MNOP","State monopolies of a commercial character"
"http://publications.europa.eu/resource/authority/subject-matter/PEM","Economic and monetary policy"
"http://publications.europa.eu/resource/authority/subject-matter/PENU","Shortage"
"http://publications.europa.eu/resource/authority/subject-matter/PROC","Procedural provisions"
"http://publications.europa.eu/resource/authority/subject-matter/SPOR","Sport"
"http://publications.europa.eu/resource/authority/subject-matter/BCE","European Central Bank (ECB)"
"http://publications.europa.eu/resource/authority/subject-matter/BPAI","Balance of payments"
"http://publications.europa.eu/resource/authority/subject-matter/CHAR","Coal"
"http://publications.europa.eu/resource/authority/subject-matter/DADV","Copyright and related rights"
"http://publications.europa.eu/resource/authority/subject-matter/DGEN","General provisions"
"http://publications.europa.eu/resource/authority/subject-matter/DISC","Anti-discrimination"
"http://publications.europa.eu/resource/authority/subject-matter/HARP","Harmonisation of customs law: inward processing"
"http://publications.europa.eu/resource/authority/subject-matter/INV","Investments"
"http://publications.europa.eu/resource/authority/subject-matter/LIEG","Cork"
"http://publications.europa.eu/resource/authority/subject-matter/MECA","Medium-sized firms, distributive trades and craft industries"
"http://publications.europa.eu/resource/authority/subject-matter/MIN","Ore"
"http://publications.europa.eu/resource/authority/subject-matter/OCM","Common organisation of agricultural markets"
"http://publications.europa.eu/resource/authority/subject-matter/P-F","Plants and flowers"
"http://publications.europa.eu/resource/authority/subject-matter/POSI","Dominant position"
"http://publications.europa.eu/resource/authority/subject-matter/RESP","Non-contractual liability"
"http://publications.europa.eu/resource/authority/subject-matter/RPRE","Preferential systems"
"http://publications.europa.eu/resource/authority/subject-matter/RPRO","Own resources"
"http://publications.europa.eu/resource/authority/subject-matter/SAUV","Protective measures"
"http://publications.europa.eu/resource/authority/subject-matter/SUCR","Sugar"
"http://publications.europa.eu/resource/authority/subject-matter/TIN","Tin"
"http://publications.europa.eu/resource/authority/subject-matter/TOUR","Tourism"
"http://publications.europa.eu/resource/authority/subject-matter/TRAN","Transport"
"http://publications.europa.eu/resource/authority/subject-matter/ACCD","Access to documents"
"http://publications.europa.eu/resource/authority/subject-matter/ACCI","Excise duties"
"http://publications.europa.eu/resource/authority/subject-matter/BEI","European Investment Bank (EIB)"
"http://publications.europa.eu/resource/authority/subject-matter/BT","Tropical timber"
"http://publications.europa.eu/resource/authority/subject-matter/CDEV","Development cooperation"
"http://publications.europa.eu/resource/authority/subject-matter/CHDF","Charter of Fundamental Rights"
"http://publications.europa.eu/resource/authority/subject-matter/CLUG","Lugano Convention"
"http://publications.europa.eu/resource/authority/subject-matter/COOR","Coordination of structural instruments"
"http://publications.europa.eu/resource/authority/subject-matter/D-AL","Foodstuffs"
"http://publications.europa.eu/resource/authority/subject-matter/DDLH","Human rights"
"http://publications.europa.eu/resource/authority/subject-matter/ETEC","Technical barriers"
"http://publications.europa.eu/resource/authority/subject-matter/FEVT","Eur Foundation Improvement of Living and Working Conditions"
"http://publications.europa.eu/resource/authority/subject-matter/HOUI","Hard coal"
"http://publications.europa.eu/resource/authority/subject-matter/MARQ","Trade marks"
"http://publications.europa.eu/resource/authority/subject-matter/ORIG","Rules of origin"
"http://publications.europa.eu/resource/authority/subject-matter/PESC","Common foreign and security policy"
"http://publications.europa.eu/resource/authority/subject-matter/PHYT","Plant health legislation"
"http://publications.europa.eu/resource/authority/subject-matter/PTOM","Overseas countries and territories"
"http://publications.europa.eu/resource/authority/subject-matter/RECH","Research and training"
"http://publications.europa.eu/resource/authority/subject-matter/SOLD","Products of Annex II EEC Treaty and Regulation No 827/68"
"http://publications.europa.eu/resource/authority/subject-matter/SOLI","Solidarity clause"
"http://publications.europa.eu/resource/authority/subject-matter/TDC","Common customs tariff"
"http://publications.europa.eu/resource/authority/subject-matter/TDCC","Customs duties: Community tariff quotas"
"http://publications.europa.eu/resource/authority/subject-matter/TDCM","CCT: derogations"
"http://publications.europa.eu/resource/authority/subject-matter/VETE","Veterinary legislation"
"http://publications.europa.eu/resource/authority/subject-matter/ADMI","Common customs tariff: temporary importation"
"http://publications.europa.eu/resource/authority/subject-matter/BOV","Beef and veal"
"http://publications.europa.eu/resource/authority/subject-matter/CAFE","Coffee"
"http://publications.europa.eu/resource/authority/subject-matter/FERR","Scrap"
"http://publications.europa.eu/resource/authority/subject-matter/NUCL","Nuclear common market"
"http://publications.europa.eu/resource/authority/subject-matter/VIN","Wine"
"http://publications.europa.eu/resource/authority/subject-matter/COAD","Administrative cooperation"
"http://publications.europa.eu/resource/authority/subject-matter/INFO","Information and verification"
"http://publications.europa.eu/resource/authority/subject-matter/MARI","Internal market - Principles"
"http://publications.europa.eu/resource/authority/subject-matter/LCP","Free movement of persons"
"http://publications.europa.eu/resource/authority/subject-matter/PECO","Economic policy"
"http://publications.europa.eu/resource/authority/subject-matter/UEM","Economic and Monetary Union"
"http://publications.europa.eu/resource/authority/subject-matter/COJP","Judicial cooperation in criminal matters"
"http://publications.europa.eu/resource/authority/subject-matter/PDON","Data protection"
"http://publications.europa.eu/resource/authority/subject-matter/ACIN","International agreements"
"http://publications.europa.eu/resource/authority/subject-matter/ALCO","Alcohol"
"http://publications.europa.eu/resource/authority/subject-matter/PCOM","Commercial policy"
"http://publications.europa.eu/resource/authority/subject-matter/CONC","Competition"
"http://publications.europa.eu/resource/authority/subject-matter/MERG","Concentrations between undertakings"
"http://publications.europa.eu/resource/authority/subject-matter/c_3ad55b09","Minimum reserves"
"http://publications.europa.eu/resource/authority/subject-matter/c_69c82520","Data protection matters"
"http://publications.europa.eu/resource/authority/subject-matter/c_76b44336","Banking supervision"
"http://publications.europa.eu/resource/authority/subject-matter/c_c3e5c068","Monetary policy and Operations"
"http://publications.europa.eu/resource/authority/subject-matter/c_d82c4c81","ECB institutional provisions"
"http://publications.europa.eu/resource/authority/subject-matter/c_db8034fd","Close cooperation"
"http://publications.europa.eu/resource/authority/subject-matter/c_02507fc0","Monetary, financial institutions and markets statistics"
"http://publications.europa.eu/resource/authority/subject-matter/c_64b94fae","Cash changeover"
"http://publications.europa.eu/resource/authority/subject-matter/c_8e12de2a","Statistics"
"http://publications.europa.eu/resource/authority/subject-matter/c_9e589776","Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET2)"
"http://publications.europa.eu/resource/authority/subject-matter/c_c55af8ef","Banknotes and coins, means of payment and currency matters"
"http://publications.europa.eu/resource/authority/subject-matter/c_cd441130","Payment and settlement systems"
"http://publications.europa.eu/resource/authority/subject-matter/c_29b3ace8","Rules of procedure and other internal arrangements"
"http://publications.europa.eu/resource/authority/subject-matter/c_4e12d83d","Exchange of information and public access to documents"
"http://publications.europa.eu/resource/authority/subject-matter/c_0e6e516f","Foreign exchange and Foreign reserves"
"http://publications.europa.eu/resource/authority/subject-matter/c_18755e4d","Exchange rate mechanism (ERM II)"
"http://publications.europa.eu/resource/authority/subject-matter/c_206cfcfa","Cooperation in the field of banking supervision"
"http://publications.europa.eu/resource/authority/subject-matter/c_38e22180","Monetary income"
"http://publications.europa.eu/resource/authority/subject-matter/c_6f402b92","External relations matters"
"http://publications.europa.eu/resource/authority/subject-matter/c_714f9151","Foreign exchange"
"http://publications.europa.eu/resource/authority/subject-matter/c_af796aa3","Eurosystem reserve management services"
"http://publications.europa.eu/resource/authority/subject-matter/c_eb901451","Foreign reserves"
"http://publications.europa.eu/resource/authority/subject-matter/c_04b171e5","Financial accounts"
"http://publications.europa.eu/resource/authority/subject-matter/c_625f1587","Securities holdings statistics"
"http://publications.europa.eu/resource/authority/subject-matter/c_6365150f","General statistics"
"http://publications.europa.eu/resource/authority/subject-matter/c_abd72d0f","External transactions and positions"
"http://publications.europa.eu/resource/authority/subject-matter/c_cc640542","Confidentiality"
"http://publications.europa.eu/resource/authority/subject-matter/c_06daf249","Organisational principles"
"http://publications.europa.eu/resource/authority/subject-matter/c_23d62986","Reporting"
"http://publications.europa.eu/resource/authority/subject-matter/c_7ca072c7","Coin issuance"
"http://publications.europa.eu/resource/authority/subject-matter/c_b1a922fd","Financial market stability"
"http://publications.europa.eu/resource/authority/subject-matter/c_d7a89aa3","Microprudential tasks"
"http://publications.europa.eu/resource/authority/subject-matter/c_12480e7d","Monetary policy instruments"
"http://publications.europa.eu/resource/authority/subject-matter/c_6c9bbb79","Capital of the ECB"
"http://publications.europa.eu/resource/authority/subject-matter/c_726ab1b3","General framework"
"http://publications.europa.eu/resource/authority/subject-matter/c_f3f2224d","Conditions of employment"
