"uri","label"
"http://publications.europa.eu/resource/authority/resource-type/GARNISHEE_ORDER","Attachment order"
"http://publications.europa.eu/resource/authority/resource-type/PROP_OPIN","Proposal for an opinion"
"http://publications.europa.eu/resource/authority/resource-type/BUDGET_DRAFT_PRELIM_SUPPL","Preliminary draft supplementary budget"
"http://publications.europa.eu/resource/authority/resource-type/JOINT_COMMUNIC","Joint communication"
"http://publications.europa.eu/resource/authority/resource-type/OPIN_ADDIT","Additional opinion"
"http://publications.europa.eu/resource/authority/resource-type/BUDGET_DRAFT_SUPPL_AMEND","Draft supplementary and amending budget"
"http://publications.europa.eu/resource/authority/resource-type/REG_FINANC","Financial regulation"
"http://publications.europa.eu/resource/authority/resource-type/DEC_IMPL_DRAFT","Draft implementing decision"
"http://publications.europa.eu/resource/authority/resource-type/IMPACT_ASSESS_INCEP","Inception impact assessment"
"http://publications.europa.eu/resource/authority/resource-type/GUIDELINE_GEN","General guidelines"
"http://publications.europa.eu/resource/authority/resource-type/TRANSFER_APPROPR","Transfer of appropriations"
"http://publications.europa.eu/resource/authority/resource-type/AGREE_PROT","Protocol to the agreement"
"http://publications.europa.eu/resource/authority/resource-type/MEMORANDUM","Memorandum"
"http://publications.europa.eu/resource/authority/resource-type/REG_DEL_DRAFT","Draft delegated regulation"
"http://publications.europa.eu/resource/authority/resource-type/EXCH_RATE_MRO","Interest rate — euro exchange rates"
"http://publications.europa.eu/resource/authority/resource-type/COMPOS_RJ","Rejection of the common position"
"http://publications.europa.eu/resource/authority/resource-type/AGREE_INTERINSTIT","Interinstitutional agreement"
"http://publications.europa.eu/resource/authority/resource-type/DIR_IMPL_DRAFT","Draft implementing directive"
"http://publications.europa.eu/resource/authority/resource-type/OPIN_JUR","Opinion of the Court"
"http://publications.europa.eu/resource/authority/resource-type/CALL_EXPR_INTEREST","Call for expression of interest"
"http://publications.europa.eu/resource/authority/resource-type/ROADMAP_EFC","Evaluation roadmap"
"http://publications.europa.eu/resource/authority/resource-type/STAT_REASON_DRAFT","Draft statement of reasons"
"http://publications.europa.eu/resource/authority/resource-type/PROP_JOINT_ACTION","Proposal for a joint action"
"http://publications.europa.eu/resource/authority/resource-type/PAPER_REFLEC","Reflection paper"
"http://publications.europa.eu/resource/authority/resource-type/ANNEX","Annex"
"http://publications.europa.eu/resource/authority/resource-type/DEC_REVIEW","Decision to review"
"http://publications.europa.eu/resource/authority/resource-type/ITEM_A_NOTE","‘A’ item note"
"http://publications.europa.eu/resource/authority/resource-type/BUDGET_DRAFT_PRELIM","Preliminary draft budget"
"http://publications.europa.eu/resource/authority/resource-type/PROP_AMEND","Amendments to the proposal"
"http://publications.europa.eu/resource/authority/resource-type/STRATEGY_COMMON","Common strategy"
"http://publications.europa.eu/resource/authority/resource-type/JOINT_DEC","Joint decision"
"http://publications.europa.eu/resource/authority/resource-type/JOINT_TEXT","Joint text"
"http://publications.europa.eu/resource/authority/resource-type/GUIDELINE_LIGNES","Guideline"
"http://publications.europa.eu/resource/authority/resource-type/REPORT_ANNUAL_EDF","Annual report on the activities funded by the European Development Fund"
"http://publications.europa.eu/resource/authority/resource-type/ACT_DRAFT","Draft act"
"http://publications.europa.eu/resource/authority/resource-type/ACKNOWLEDGE_RECP","Acknowledgement receipt"
"http://publications.europa.eu/resource/authority/resource-type/ORDER_EXTRACT","Order (extracts)"
"http://publications.europa.eu/resource/authority/resource-type/REPORT_ANNUAL_BUDGET","Annual report on the EU general budget"
"http://publications.europa.eu/resource/authority/resource-type/COMMUNIC_DRAFT","Draft communication"
"http://publications.europa.eu/resource/authority/resource-type/NOTICE_INFO","Notice"
"http://publications.europa.eu/resource/authority/resource-type/LET","Letter"
"http://publications.europa.eu/resource/authority/resource-type/JOINT_IMPACT_ASSESS","Joint impact assessment"
"http://publications.europa.eu/resource/authority/resource-type/ABSTRACT_JUR","Abstract"
"http://publications.europa.eu/resource/authority/resource-type/ACT_ADOPT_INTERNATION","Acts adopted by bodies created by international agreements"
"http://publications.europa.eu/resource/authority/resource-type/ACT_LEGIS_NO","Non-legislative acts"
"http://publications.europa.eu/resource/authority/resource-type/ADOPT_TEXT","Texts adopted"
"http://publications.europa.eu/resource/authority/resource-type/AGREE_ADDIT","Additional agreement"
